Item number,Name,Brand,Modul,Cost Value,november,december,januar,februar,marts,april,maj,juni,juli,august,september,oktober,Total
40-00721,Happy Places Royal Doll Pack Ass.,Happy Places,SalgsOrdre SE,12.67247,24,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,24.0
40-00721,Happy Places Royal Doll Pack Ass.,Happy Places,Stock,12.67247,1824,1824,1824.0,1824.0,1824,1824.0,1824,1824.0,1824,1824,1824,1824,1824.0
40-00721,Happy Places Royal Doll Pack Ass.,Happy Places,Forecast SE,12.67247,600,200,0.0,0.0,0,0.0,0,0.0,0,0,0,0,800.0
40-00722,HAPPY PLACES ROYAL WELCOME PACK ASS.,Happy Places,Invoiced SE,36.35045,232,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,232.0
40-00722,HAPPY PLACES ROYAL WELCOME PACK ASS.,Happy Places,SalgsOrdre SE,36.35045,44,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,44.0
40-00722,HAPPY PLACES ROYAL WELCOME PACK ASS.,Happy Places,Stock,36.35045,1632,1632,1632.0,1632.0,1632,1632.0,1632,1632.0,1632,1632,1632,1632,1632.0
40-00722,HAPPY PLACES ROYAL WELCOME PACK ASS.,Happy Places,Forecast SE,36.35045,400,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,400.0
40-00723,Happy Places Royal Carriage Playset,Happy Places,Invoiced SE,51.72417,26,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,26.0
40-00723,Happy Places Royal Carriage Playset,Happy Places,SalgsOrdre DK,51.72417,2,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,2.0
40-00723,Happy Places Royal Carriage Playset,Happy Places,SalgsOrdre SE,51.72417,12,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,12.0
40-00723,Happy Places Royal Carriage Playset,Happy Places,Stock,51.72417,2036,2036,2036.0,2036.0,2036,2036.0,2036,2036.0,2036,2036,2036,2036,2036.0
40-00723,Happy Places Royal Carriage Playset,Happy Places,Forecast SE,51.72417,200,50,0.0,0.0,0,0.0,0,0.0,0,0,0,0,250.0
40-00734,Goo Jit zu FSDU Flat Pack 72 pcs.,Goo Jit Zu,Stock,457.62667,3,3,3.0,3.0,3,3.0,3,3.0,3,3,3,3,3.0
40-00741,Goo Jit Zu Fighters S1 Single Pack Pantaro,Goo Jit Zu,Stock,24.1,32,32,32.0,32.0,32,32.0,32,32.0,32,32,32,32,32.0
40-00748,Happy Places Royal Convertible,Happy Places,Invoiced SE,53.12186,12,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,12.0
40-00748,Happy Places Royal Convertible,Happy Places,SalgsOrdre DK,53.12186,2,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,2.0
40-00748,Happy Places Royal Convertible,Happy Places,SalgsOrdre SE,53.12186,10,48,0.0,0.0,0,0.0,0,0.0,0,0,0,0,58.0
40-00748,Happy Places Royal Convertible,Happy Places,Stock,53.12186,446,398,398.0,398.0,398,398.0,398,398.0,398,398,398,398,398.0
40-00748,Happy Places Royal Convertible,Happy Places,Forecast SE,53.12186,150,50,0.0,0.0,0,0.0,0,0.0,0,0,0,0,200.0
40-00749,Happy Places Royal Castle Playset,Happy Places,Invoiced SE,76.88,350,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,350.0
40-00749,Happy Places Royal Castle Playset,Happy Places,SalgsOrdre DK,76.88,2,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,2.0
40-00749,Happy Places Royal Castle Playset,Happy Places,Forecast SE,76.88,200,30,0.0,0.0,0,0.0,0,0.0,0,0,0,0,230.0
40-00752,Goo Jit Zu Marvel Giant Thanos,Goo Jit Zu,SalgsOrdre SE,101.2,0,0,12.0,0.0,0,0.0,0,0.0,0,0,0,0,12.0
40-00752,Goo Jit Zu Marvel Giant Thanos,Goo Jit Zu,Stock,101.2,0,0,-12.0,-12.0,-12,-12.0,-12,-12.0,-12,-12,-12,-12,-12.0
40-00753,Goo Jit Zu Fighters S2 Single Pack Ass.,Goo Jit Zu,Invoiced DK,24.5328,2272,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,2272.0
40-00753,Goo Jit Zu Fighters S2 Single Pack Ass.,Goo Jit Zu,Invoiced SE,24.5328,696,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,696.0
40-00753,Goo Jit Zu Fighters S2 Single Pack Ass.,Goo Jit Zu,Invoiced NO,24.5328,568,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,568.0
40-00753,Goo Jit Zu Fighters S2 Single Pack Ass.,Goo Jit Zu,SalgsOrdre DK,24.5328,0,704,0.0,0.0,0,0.0,0,0.0,0,0,0,0,704.0
40-00753,Goo Jit Zu Fighters S2 Single Pack Ass.,Goo Jit Zu,SalgsOrdre SE,24.5328,0,8,0.0,0.0,0,0.0,0,0.0,0,0,0,0,8.0
40-00753,Goo Jit Zu Fighters S2 Single Pack Ass.,Goo Jit Zu,SalgsOrdre FI,24.5328,400,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,400.0
40-00753,Goo Jit Zu Fighters S2 Single Pack Ass.,Goo Jit Zu,Stock,24.5328,688,-24,-24.0,-24.0,-24,-24.0,-24,-24.0,-24,-24,-24,-24,-24.0
40-00753,Goo Jit Zu Fighters S2 Single Pack Ass.,Goo Jit Zu,Forecast DK,24.5328,2120,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,2120.0
40-00753,Goo Jit Zu Fighters S2 Single Pack Ass.,Goo Jit Zu,Forecast SE,24.5328,1100,500,0.0,0.0,0,0.0,0,0.0,0,0,0,0,1600.0
40-00753,Goo Jit Zu Fighters S2 Single Pack Ass.,Goo Jit Zu,Forecast FI,24.5328,1120,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,1120.0
40-00753A,Goo Jit Zu Fighters S2 Single Pack Blazagon,Goo Jit Zu,Invoiced DK,23.2925,48,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,48.0
40-00753A,Goo Jit Zu Fighters S2 Single Pack Blazagon,Goo Jit Zu,Invoiced SE,23.2925,168,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,168.0
40-00753A,Goo Jit Zu Fighters S2 Single Pack Blazagon,Goo Jit Zu,Invoiced OT,23.2925,128,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,128.0
40-00753A,Goo Jit Zu Fighters S2 Single Pack Blazagon,Goo Jit Zu,SalgsOrdre DK,23.2925,8,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,8.0
40-00753A,Goo Jit Zu Fighters S2 Single Pack Blazagon,Goo Jit Zu,Forecast SE,23.2925,20,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,20.0
40-00753B,Goo Jit Zu Fighters S2 Single Pack Thrash,Goo Jit Zu,Invoiced DK,23.29188,48,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,48.0
40-00753B,Goo Jit Zu Fighters S2 Single Pack Thrash,Goo Jit Zu,Invoiced SE,23.29188,160,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,160.0
40-00753B,Goo Jit Zu Fighters S2 Single Pack Thrash,Goo Jit Zu,Invoiced OT,23.29188,152,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,152.0
40-00753B,Goo Jit Zu Fighters S2 Single Pack Thrash,Goo Jit Zu,SalgsOrdre DK,23.29188,8,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,8.0
40-00753B,Goo Jit Zu Fighters S2 Single Pack Thrash,Goo Jit Zu,Stock,23.29188,-16,-16,-16.0,-16.0,-16,-16.0,-16,-16.0,-16,-16,-16,-16,-16.0
40-00753B,Goo Jit Zu Fighters S2 Single Pack Thrash,Goo Jit Zu,Forecast SE,23.29188,20,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,20.0
40-00753C,Goo Jit Zu Fighters S2 Single Pack Gigatusk,Goo Jit Zu,Købsordre,23.2925,0,0,0.0,656.0,0,0.0,0,0.0,0,0,0,0,656.0
40-00753C,Goo Jit Zu Fighters S2 Single Pack Gigatusk,Goo Jit Zu,Invoiced SE,23.2925,56,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,56.0
40-00753C,Goo Jit Zu Fighters S2 Single Pack Gigatusk,Goo Jit Zu,SalgsOrdre DK,23.2925,8,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,8.0
40-00753C,Goo Jit Zu Fighters S2 Single Pack Gigatusk,Goo Jit Zu,SalgsOrdre OT,23.2925,0,0,224.0,224.0,224,0.0,0,0.0,0,0,0,0,672.0
40-00753C,Goo Jit Zu Fighters S2 Single Pack Gigatusk,Goo Jit Zu,Stock,23.2925,0,0,-224.0,208.0,-16,-16.0,-16,-16.0,-16,-16,-16,-16,-16.0
40-00753C,Goo Jit Zu Fighters S2 Single Pack Gigatusk,Goo Jit Zu,Forecast SE,23.2925,20,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,20.0
40-00753C,Goo Jit Zu Fighters S2 Single Pack Gigatusk,Goo Jit Zu,Forecast OT,23.2925,0,0,0.0,256.0,200,200.0,0,0.0,0,0,0,0,656.0
40-00753D,Goo Jit Zu Fighters S2 Single Pack Redback,Goo Jit Zu,Købsordre,23.2925,0,0,0.0,656.0,0,0.0,0,0.0,0,0,0,0,656.0
40-00753D,Goo Jit Zu Fighters S2 Single Pack Redback,Goo Jit Zu,Invoiced SE,23.2925,56,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,56.0
40-00753D,Goo Jit Zu Fighters S2 Single Pack Redback,Goo Jit Zu,SalgsOrdre DK,23.2925,8,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,8.0
40-00753D,Goo Jit Zu Fighters S2 Single Pack Redback,Goo Jit Zu,SalgsOrdre OT,23.2925,0,0,224.0,224.0,224,0.0,0,0.0,0,0,0,0,672.0
40-00753D,Goo Jit Zu Fighters S2 Single Pack Redback,Goo Jit Zu,Stock,23.2925,0,0,-224.0,208.0,-16,-16.0,-16,-16.0,-16,-16,-16,-16,-16.0
40-00753D,Goo Jit Zu Fighters S2 Single Pack Redback,Goo Jit Zu,Forecast SE,23.2925,20,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,20.0
40-00753D,Goo Jit Zu Fighters S2 Single Pack Redback,Goo Jit Zu,Forecast OT,23.2925,0,0,0.0,256.0,200,200.0,0,0.0,0,0,0,0,656.0
40-00753E,Goo Jit Zu Fighters S2 Single Pack Pantaro,Goo Jit Zu,Invoiced SE,23.2925,56,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,56.0
40-00753E,Goo Jit Zu Fighters S2 Single Pack Pantaro,Goo Jit Zu,SalgsOrdre DK,23.2925,8,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,8.0
40-00753E,Goo Jit Zu Fighters S2 Single Pack Pantaro,Goo Jit Zu,Forecast SE,23.2925,20,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,20.0
40-00753F,Goo Jit Zu Fighters S2 Single Pack Reptauer,Goo Jit Zu,Købsordre,23.2925,0,0,0.0,656.0,0,0.0,0,0.0,0,0,0,0,656.0
40-00753F,Goo Jit Zu Fighters S2 Single Pack Reptauer,Goo Jit Zu,Invoiced SE,23.2925,56,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,56.0
40-00753F,Goo Jit Zu Fighters S2 Single Pack Reptauer,Goo Jit Zu,SalgsOrdre DK,23.2925,8,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,8.0
40-00753F,Goo Jit Zu Fighters S2 Single Pack Reptauer,Goo Jit Zu,SalgsOrdre OT,23.2925,0,0,224.0,224.0,224,0.0,0,0.0,0,0,0,0,672.0
40-00753F,Goo Jit Zu Fighters S2 Single Pack Reptauer,Goo Jit Zu,Stock,23.2925,0,0,-224.0,208.0,-16,-16.0,-16,-16.0,-16,-16,-16,-16,-16.0
40-00753F,Goo Jit Zu Fighters S2 Single Pack Reptauer,Goo Jit Zu,Forecast SE,23.2925,20,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,20.0
40-00753F,Goo Jit Zu Fighters S2 Single Pack Reptauer,Goo Jit Zu,Forecast OT,23.2925,0,0,0.0,256.0,200,200.0,0,0.0,0,0,0,0,656.0
40-00754,Goo Jit Zu Fighters S2 Two Pack Ass.,Goo Jit Zu,Invoiced SE,46.09221,12,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,12.0
40-00754,Goo Jit Zu Fighters S2 Two Pack Ass.,Goo Jit Zu,Forecast SE,46.09221,300,200,0.0,0.0,0,0.0,0,0.0,0,0,0,0,500.0
40-00754A,Goo Jit Zu Fighters S2 Two Pack Pantaro VS Batter,Goo Jit Zu,SalgsOrdre DK,46.075,8,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,8.0
40-00754A,Goo Jit Zu Fighters S2 Two Pack Pantaro VS Batter,Goo Jit Zu,Forecast SE,46.075,50,50,0.0,0.0,0,0.0,0,0.0,0,0,0,0,100.0
40-00754B,Goo Jit Zu Fighters S2 Two Pack Lazagon VS Rock Ja,Goo Jit Zu,Købsordre,46.0745,0,0,0.0,652.0,0,0.0,0,0.0,0,0,0,0,652.0
40-00754B,Goo Jit Zu Fighters S2 Two Pack Lazagon VS Rock Ja,Goo Jit Zu,SalgsOrdre DK,46.0745,8,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,8.0
40-00754B,Goo Jit Zu Fighters S2 Two Pack Lazagon VS Rock Ja,Goo Jit Zu,SalgsOrdre OT,46.0745,0,0,224.0,224.0,224,0.0,0,0.0,0,0,0,0,672.0
40-00754B,Goo Jit Zu Fighters S2 Two Pack Lazagon VS Rock Ja,Goo Jit Zu,Stock,46.0745,12,12,-212.0,216.0,-8,-8.0,-8,-8.0,-8,-8,-8,-8,-8.0
40-00754B,Goo Jit Zu Fighters S2 Two Pack Lazagon VS Rock Ja,Goo Jit Zu,Forecast SE,46.0745,50,50,0.0,0.0,0,0.0,0,0.0,0,0,0,0,100.0
40-00754B,Goo Jit Zu Fighters S2 Two Pack Lazagon VS Rock Ja,Goo Jit Zu,Forecast OT,46.0745,0,0,0.0,252.0,200,200.0,0,0.0,0,0,0,0,652.0
40-00755,Goo Jit Zu Fighters S3 Single Pack Ass.,Goo Jit Zu,Købsordre,26.56,0,14496,5664.0,0.0,0,0.0,0,0.0,0,0,0,0,20160.0
40-00755,Goo Jit Zu Fighters S3 Single Pack Ass.,Goo Jit Zu,SalgsOrdre SE,26.56,0,1232,40.0,0.0,0,0.0,0,0.0,0,0,0,0,1272.0
40-00755,Goo Jit Zu Fighters S3 Single Pack Ass.,Goo Jit Zu,SalgsOrdre NO,26.56,0,1112,0.0,0.0,1800,0.0,0,0.0,0,0,0,0,2912.0
40-00755,Goo Jit Zu Fighters S3 Single Pack Ass.,Goo Jit Zu,SalgsOrdre FI,26.56,0,576,0.0,0.0,0,0.0,0,0.0,0,0,0,0,576.0
40-00755,Goo Jit Zu Fighters S3 Single Pack Ass.,Goo Jit Zu,SalgsOrdre OT,26.56,0,1600,0.0,0.0,0,0.0,0,0.0,0,0,0,0,1600.0
40-00755,Goo Jit Zu Fighters S3 Single Pack Ass.,Goo Jit Zu,Stock,26.56,0,9976,15600.0,15600.0,13800,13800.0,13800,13800.0,13800,13800,13800,13800,13800.0
40-00755,Goo Jit Zu Fighters S3 Single Pack Ass.,Goo Jit Zu,Forecast DK,26.56,0,0,225.0,805.0,322,805.0,644,419.0,0,0,0,0,3220.0
40-00755,Goo Jit Zu Fighters S3 Single Pack Ass.,Goo Jit Zu,Forecast SE,26.56,0,1200,566.0,1020.0,1104,1104.0,963,906.0,0,0,0,0,6863.0
40-00755,Goo Jit Zu Fighters S3 Single Pack Ass.,Goo Jit Zu,Forecast NO,26.56,0,0,1000.0,1000.0,1800,1500.0,1000,1000.0,0,0,0,0,7300.0
40-00755,Goo Jit Zu Fighters S3 Single Pack Ass.,Goo Jit Zu,Forecast FI,26.56,0,0,1400.0,500.0,575,575.0,575,575.0,0,0,0,0,4200.0
40-00755,Goo Jit Zu Fighters S3 Single Pack Ass.,Goo Jit Zu,Forecast OT,26.56,0,0,0.0,200.0,0,0.0,0,0.0,0,0,0,0,200.0
40-00755A,GOO JIT ZU FIGHTERS S3 SINGLE PACK BLAZAGON,Goo Jit Zu,Købsordre,26.56,0,0,304.0,200.0,0,0.0,0,0.0,0,0,0,0,504.0
40-00755A,GOO JIT ZU FIGHTERS S3 SINGLE PACK BLAZAGON,Goo Jit Zu,SalgsOrdre OT,26.56,0,0,72.0,72.0,72,0.0,0,0.0,0,0,0,0,216.0
40-00755A,GOO JIT ZU FIGHTERS S3 SINGLE PACK BLAZAGON,Goo Jit Zu,Stock,26.56,0,0,232.0,360.0,288,288.0,288,288.0,288,288,288,288,288.0
40-00755A,GOO JIT ZU FIGHTERS S3 SINGLE PACK BLAZAGON,Goo Jit Zu,Forecast DK,26.56,0,0,21.0,75.0,30,75.0,60,39.0,0,0,0,0,300.0
40-00755A,GOO JIT ZU FIGHTERS S3 SINGLE PACK BLAZAGON,Goo Jit Zu,Forecast SE,26.56,0,0,13.0,24.0,26,26.0,22,21.0,0,0,0,0,132.0
40-00755A,GOO JIT ZU FIGHTERS S3 SINGLE PACK BLAZAGON,Goo Jit Zu,Forecast OT,26.56,0,0,0.0,100.0,50,50.0,0,0.0,0,0,0,0,200.0
40-00755B,GOO JIT ZU FIGHTERS S3 SINGLE PACK THRASH,Goo Jit Zu,Købsordre,26.56,0,0,304.0,200.0,0,0.0,0,0.0,0,0,0,0,504.0
40-00755B,GOO JIT ZU FIGHTERS S3 SINGLE PACK THRASH,Goo Jit Zu,SalgsOrdre OT,26.56,0,0,72.0,72.0,72,0.0,0,0.0,0,0,0,0,216.0
40-00755B,GOO JIT ZU FIGHTERS S3 SINGLE PACK THRASH,Goo Jit Zu,Stock,26.56,0,0,232.0,360.0,288,288.0,288,288.0,288,288,288,288,288.0
40-00755B,GOO JIT ZU FIGHTERS S3 SINGLE PACK THRASH,Goo Jit Zu,Forecast DK,26.56,0,0,21.0,75.0,30,75.0,60,39.0,0,0,0,0,300.0
40-00755B,GOO JIT ZU FIGHTERS S3 SINGLE PACK THRASH,Goo Jit Zu,Forecast SE,26.56,0,0,13.0,24.0,26,26.0,22,21.0,0,0,0,0,132.0
40-00755B,GOO JIT ZU FIGHTERS S3 SINGLE PACK THRASH,Goo Jit Zu,Forecast OT,26.56,0,0,0.0,100.0,50,50.0,0,0.0,0,0,0,0,200.0
40-00755C,GOO JIT ZU FIGHTERS S3 SINGLE PACK TYRO THE TREX,Goo Jit Zu,Købsordre,26.56,0,0,304.0,1000.0,0,0.0,0,0.0,0,0,0,0,1304.0
40-00755C,GOO JIT ZU FIGHTERS S3 SINGLE PACK TYRO THE TREX,Goo Jit Zu,SalgsOrdre OT,26.56,0,0,328.0,328.0,328,0.0,0,0.0,0,0,0,0,984.0
40-00755C,GOO JIT ZU FIGHTERS S3 SINGLE PACK TYRO THE TREX,Goo Jit Zu,Stock,26.56,0,0,-24.0,648.0,320,320.0,320,320.0,320,320,320,320,320.0
40-00755C,GOO JIT ZU FIGHTERS S3 SINGLE PACK TYRO THE TREX,Goo Jit Zu,Forecast DK,26.56,0,0,21.0,75.0,30,75.0,60,39.0,0,0,0,0,300.0
40-00755C,GOO JIT ZU FIGHTERS S3 SINGLE PACK TYRO THE TREX,Goo Jit Zu,Forecast OT,26.56,0,0,0.0,333.0,333,333.0,0,0.0,0,0,0,0,999.0
40-00755D,GOO JIT ZU FIGHTERS S3 SINGLE PACK TRITOPS,Goo Jit Zu,Købsordre,26.56,0,0,304.0,1000.0,0,0.0,0,0.0,0,0,0,0,1304.0
40-00755D,GOO JIT ZU FIGHTERS S3 SINGLE PACK TRITOPS,Goo Jit Zu,SalgsOrdre OT,26.56,0,0,328.0,328.0,328,0.0,0,0.0,0,0,0,0,984.0
40-00755D,GOO JIT ZU FIGHTERS S3 SINGLE PACK TRITOPS,Goo Jit Zu,Stock,26.56,0,0,-24.0,648.0,320,320.0,320,320.0,320,320,320,320,320.0
40-00755D,GOO JIT ZU FIGHTERS S3 SINGLE PACK TRITOPS,Goo Jit Zu,Forecast DK,26.56,0,0,21.0,75.0,30,75.0,60,39.0,0,0,0,0,300.0
40-00755D,GOO JIT ZU FIGHTERS S3 SINGLE PACK TRITOPS,Goo Jit Zu,Forecast SE,26.56,0,0,13.0,24.0,26,26.0,22,21.0,0,0,0,0,132.0
40-00755D,GOO JIT ZU FIGHTERS S3 SINGLE PACK TRITOPS,Goo Jit Zu,Forecast OT,26.56,0,0,0.0,333.0,333,333.0,0,0.0,0,0,0,0,999.0
40-00755E,GOO JIT ZU FIGHTERS S3 SINGLE PACK VERAPTZ,Goo Jit Zu,Købsordre,26.56,0,0,304.0,1000.0,0,0.0,0,0.0,0,0,0,0,1304.0
40-00755E,GOO JIT ZU FIGHTERS S3 SINGLE PACK VERAPTZ,Goo Jit Zu,SalgsOrdre OT,26.56,0,0,328.0,328.0,328,0.0,0,0.0,0,0,0,0,984.0
40-00755E,GOO JIT ZU FIGHTERS S3 SINGLE PACK VERAPTZ,Goo Jit Zu,Stock,26.56,0,0,-24.0,648.0,320,320.0,320,320.0,320,320,320,320,320.0
40-00755E,GOO JIT ZU FIGHTERS S3 SINGLE PACK VERAPTZ,Goo Jit Zu,Forecast OT,26.56,0,0,0.0,333.0,333,333.0,0,0.0,0,0,0,0,999.0
40-00755F,GOO JIT ZU FIGHTERS S3 SINGLE PACK SHREDZ,Goo Jit Zu,Købsordre,26.56,0,0,304.0,1000.0,0,0.0,0,0.0,0,0,0,0,1304.0
40-00755F,GOO JIT ZU FIGHTERS S3 SINGLE PACK SHREDZ,Goo Jit Zu,SalgsOrdre OT,26.56,0,0,328.0,328.0,328,0.0,0,0.0,0,0,0,0,984.0
40-00755F,GOO JIT ZU FIGHTERS S3 SINGLE PACK SHREDZ,Goo Jit Zu,Stock,26.56,0,0,-24.0,648.0,320,320.0,320,320.0,320,320,320,320,320.0
40-00755F,GOO JIT ZU FIGHTERS S3 SINGLE PACK SHREDZ,Goo Jit Zu,Forecast SE,26.56,0,0,13.0,24.0,26,26.0,22,21.0,0,0,0,0,132.0
40-00755F,GOO JIT ZU FIGHTERS S3 SINGLE PACK SHREDZ,Goo Jit Zu,Forecast OT,26.56,0,0,0.0,333.0,333,333.0,0,0.0,0,0,0,0,999.0
40-00756,Goo Jit Zu Fighters S3 Two Pack Ass.,Goo Jit Zu,Købsordre,55.84,0,3000,2200.0,0.0,0,0.0,0,0.0,0,0,0,0,5200.0
40-00756,Goo Jit Zu Fighters S3 Two Pack Ass.,Goo Jit Zu,SalgsOrdre DK,55.84,0,48,0.0,0.0,0,0.0,0,0.0,0,0,0,0,48.0
40-00756,Goo Jit Zu Fighters S3 Two Pack Ass.,Goo Jit Zu,SalgsOrdre SE,55.84,0,0,40.0,0.0,0,0.0,0,0.0,0,0,0,0,40.0
40-00756,Goo Jit Zu Fighters S3 Two Pack Ass.,Goo Jit Zu,SalgsOrdre NO,55.84,0,560,0.0,0.0,240,0.0,0,0.0,0,0,0,0,800.0
40-00756,Goo Jit Zu Fighters S3 Two Pack Ass.,Goo Jit Zu,SalgsOrdre OT,55.84,0,400,0.0,0.0,0,0.0,0,0.0,0,0,0,0,400.0
40-00756,Goo Jit Zu Fighters S3 Two Pack Ass.,Goo Jit Zu,Stock,55.84,0,1992,4152.0,4152.0,3912,3912.0,3912,3912.0,3912,3912,3912,3912,3912.0
40-00756,Goo Jit Zu Fighters S3 Two Pack Ass.,Goo Jit Zu,Forecast DK,55.84,0,0,66.0,135.0,94,185.0,188,122.0,0,0,0,0,790.0
40-00756,Goo Jit Zu Fighters S3 Two Pack Ass.,Goo Jit Zu,Forecast SE,55.84,0,0,72.0,129.0,139,139.0,122,114.0,0,0,0,0,715.0
40-00756,Goo Jit Zu Fighters S3 Two Pack Ass.,Goo Jit Zu,Forecast NO,55.84,0,0,250.0,250.0,350,350.0,350,350.0,0,0,0,0,1900.0
40-00756,Goo Jit Zu Fighters S3 Two Pack Ass.,Goo Jit Zu,Forecast FI,55.84,0,0,600.0,0.0,150,150.0,150,150.0,0,0,0,0,1200.0
40-00756,Goo Jit Zu Fighters S3 Two Pack Ass.,Goo Jit Zu,Forecast OT,55.84,0,0,0.0,200.0,200,100.0,0,0.0,0,0,0,0,500.0
40-00756A,GOO JIT ZU FIGHTERS S3 TWO PACK BLAZAGON VS REDBAC,Goo Jit Zu,Købsordre,55.84,0,0,0.0,500.0,0,0.0,0,0.0,0,0,0,0,500.0
40-00756A,GOO JIT ZU FIGHTERS S3 TWO PACK BLAZAGON VS REDBAC,Goo Jit Zu,SalgsOrdre OT,55.84,0,0,168.0,168.0,168,0.0,0,0.0,0,0,0,0,504.0
40-00756A,GOO JIT ZU FIGHTERS S3 TWO PACK BLAZAGON VS REDBAC,Goo Jit Zu,Stock,55.84,0,0,-168.0,164.0,-4,-4.0,-4,-4.0,-4,-4,-4,-4,-4.0
40-00756A,GOO JIT ZU FIGHTERS S3 TWO PACK BLAZAGON VS REDBAC,Goo Jit Zu,Forecast DK,55.84,0,0,4.2,15.0,6,15.0,12,7.8,0,0,0,0,60.0
40-00756A,GOO JIT ZU FIGHTERS S3 TWO PACK BLAZAGON VS REDBAC,Goo Jit Zu,Forecast SE,55.84,0,0,12.0,22.0,24,24.0,21,20.0,0,0,0,0,123.0
40-00756A,GOO JIT ZU FIGHTERS S3 TWO PACK BLAZAGON VS REDBAC,Goo Jit Zu,Forecast OT,55.84,0,0,0.0,200.0,200,100.0,0,0.0,0,0,0,0,500.0
40-00756B,GOO JIT ZU FIGHTERS S3 TWO PACK TYRO VS GIGATUSK,Goo Jit Zu,Købsordre,55.84,0,0,0.0,500.0,0,0.0,0,0.0,0,0,0,0,500.0
40-00756B,GOO JIT ZU FIGHTERS S3 TWO PACK TYRO VS GIGATUSK,Goo Jit Zu,SalgsOrdre OT,55.84,0,0,168.0,168.0,168,0.0,0,0.0,0,0,0,0,504.0
40-00756B,GOO JIT ZU FIGHTERS S3 TWO PACK TYRO VS GIGATUSK,Goo Jit Zu,Stock,55.84,0,0,-168.0,164.0,-4,-4.0,-4,-4.0,-4,-4,-4,-4,-4.0
40-00756B,GOO JIT ZU FIGHTERS S3 TWO PACK TYRO VS GIGATUSK,Goo Jit Zu,Forecast DK,55.84,0,0,4.2,15.0,6,15.0,12,7.8,0,0,0,0,60.0
40-00756B,GOO JIT ZU FIGHTERS S3 TWO PACK TYRO VS GIGATUSK,Goo Jit Zu,Forecast SE,55.84,0,0,12.0,22.0,24,24.0,21,20.0,0,0,0,0,123.0
40-00756B,GOO JIT ZU FIGHTERS S3 TWO PACK TYRO VS GIGATUSK,Goo Jit Zu,Forecast OT,55.84,0,0,0.0,200.0,200,100.0,0,0.0,0,0,0,0,500.0
40-00757,Goo Jit Zu Fighters S3 Supagoo Dino,Goo Jit Zu,Købsordre,71.4,0,0,2500.0,0.0,0,0.0,0,0.0,0,0,0,0,2500.0
40-00757,Goo Jit Zu Fighters S3 Supagoo Dino,Goo Jit Zu,SalgsOrdre SE,71.4,0,0,12.0,0.0,0,0.0,0,0.0,0,0,0,0,12.0
40-00757,Goo Jit Zu Fighters S3 Supagoo Dino,Goo Jit Zu,SalgsOrdre NO,71.4,0,0,0.0,0.0,144,0.0,0,0.0,0,0,0,0,144.0
40-00757,Goo Jit Zu Fighters S3 Supagoo Dino,Goo Jit Zu,Stock,71.4,0,0,2488.0,2488.0,2344,2344.0,2344,2344.0,2344,2344,2344,2344,2344.0
40-00757,Goo Jit Zu Fighters S3 Supagoo Dino,Goo Jit Zu,Forecast DK,71.4,0,0,35.0,125.0,50,125.0,100,65.0,0,0,0,0,500.0
